 Brevard ; Broward ; Clay ; Alachua ; Duval ; Indian ; Manatee ; Miami ; Palm Beach ; St. Lucie ; Volusia 
186099,05;227541,91;96654,1;59579,97;195725,58;190269,39;251317,82;350097,67;452541,05;250393,9;90332,67
176520,26;271365,85;211700,31;105994,94;185294,07;190563,01;27590,19;464210,53;411948,42;184973,78;204946,7
191140,63;266000,14;189029,71;158324,69;190306,72;189874,01;146380,93;349688,57;332761,77;80699,2;189987,41
193605,99;156553,19;296934,77;24573,19;190097,16;189931,96;171126,42;676992,87;585541,94;212819,22;308315,97
185213,13;204407,52;203624,35;56855,67;190400,04;190172,86;98634,04;277550,35;370619,83;137654,08;188368,95
195492,56;84401,45;201987,74;53727,69;195340,52;189979,13;253357,35;459008,77;513594,31;141235,12;165320,11
182569,88;213276,62;299722,74;116087,52;198456,02;189758,99;183507,88;202619,93;330644,18;233037,83;160251,07
179020,72;330718,46;87667,95;250778,51;198444,27;189596,94;208367,02;143537,49;460175,56;114435,1;40249,63
187281,43;260936,23;174840,39;169518,23;192091,67;189095,68;32062,3;498541,08;605463,92;234848,97;161391,97
184950,23;285583,92;87442,35;35378,71;189963,98;189045,81;277716,22;505274,68;464205,8;199093,98;219971,53
181216,89;165849,79;135487,64;191822,85;191676,52;191747,72;10627,4;465439,56;425050,42;228980,4;165546,56
194003,84;305790,88;131895,24;30653,81;190034,57;189756,47;127864,96;618261,28;418386,63;190470,59;404474,15
177436,2;209351,34;171945,37;71100,49;192389,87;189924,92;239965,89;352951,65;456574,81;214986,47;200150,98
211952,27;202888,41;254566,19;117820,5;193036,85;190101,69;298186,66;385196,99;306782,06;256980,43;299099,15
166681,65;256706,06;119730,47;28518,33;197761,44;187941,71;134310,83;347104,45;465434,49;201225,53;241765,79
191178,56;194943,8;342028,62;33420,36;188896,75;190251,89;157002,39;286390,48;408511,08;250473,32;280012,49
180590,36;362831,99;234977,66;18609,33;195828,95;191429,57;159993,02;466628,57;406199,79;110595,25;210608,47
191798,28;181810,16;343381,32;36206,39;186426,6;189495,47;206351,15;404952,42;335237,81;384513,2;118053,34
195216,12;285228,31;59800,54;24116,23;198445,4;189736,27;246868,15;385403,05;420334,86;93836,69;240317,89
187160,4;121170,67;197857,03;33407,44;193435,07;189039,58;187897,08;155704,58;551372,7;62461,47;208677,6
180385,96;207438,13;372715,12;32405,81;191808,88;188700,33;154743,76;702337,49;457569,93;148186,42;197682,24
200898,37;322963,8;384684,48;153496,52;191277,58;189855,78;383350,88;634805,33;477224,81;338537,52;264440,13
189745,14;174450;220787,41;21796,6;185721,5;190767,51;191775,36;261660,73;431334,8;233130,71;333063,7
182814,98;211582,04;235416,51;58119,06;190015,6;189968,28;141310,68;464588,25;668968,39;155720,46;205227,8
194575,04;302362,6;215653,26;60838,84;188713,8;189719,71;181558,87;460416,89;422181,66;352610,86;212397,75
186110,3;335260,34;384211,77;180784,55;184029,75;188562,01;138815,15;351129,86;527999,22;284832,67;11561,09
190872,43;201372,67;173828,82;195926,29;189367,79;189356,68;284917,55;372587,45;694563,69;246725,89;153949,56
190951,13;284698,11;166578,4;61461,32;195601,44;190322,59;115910,71;398446,49;507930,35;333014,41;340939,9
180036,48;288958,11;288538,34;109199,41;186597,91;190500,91;289716,56;291479,9;200410,32;352256,99;115155,04
210133,18;162693,5;78147,05;55482,23;198027,78;190893,03;248203,93;316678,85;615244,82;151651,11;246477,37
185914,88;154910,47;201082,72;70095,55;198129,32;190164,67;129633,47;328189,27;239291,24;197505,2;126803,54
193967,1;194027,92;337023,43;150290,71;191177,66;189967,46;202915,45;398185,1;450788,16;38085,99;430074,44
188065,63;259816,5;295139,35;65491,96;182445,11;190459,65;211070,62;511734,83;553121,29;181803,48;183835,52
181445,82;128323,56;34286,37;56583,1;182160,31;189140,36;354165,5;324478,82;562264,31;128482,09;122763,19
187111,73;147084,18;185392,39;89525,92;191104,26;190112,79;134773,59;508349,38;666359,98;184612,96;151138,04
203509,11;308472,05;327523,19;125681,87;178163,48;189093,31;258140,87;629345,4;498850,79;307713,89;121369,33
199202,69;290289,9;309546,77;65023,9;189144,73;189266,67;211340,53;452183,21;608646,69;336590,98;204347,91
194541,04;291025,62;356437,85;72202,43;195832,47;190316,85;205436,28;595954,19;745075,56;348790,86;283420,27
173728,88;170066,19;176798,13;29736,1;185596,28;190806,61;209415,18;322685,99;596095,84;267552,02;134625,03
184468,81;356160,05;355938,19;87392,74;185596,7;189784,8;242180,55;600552,49;621237,11;214221,78;198615,08
192245,95;197549,53;398620,23;84407,03;195982,15;190834,64;30580,65;412073,54;507354,02;110752,4;264907,03
198496,86;143365,59;405058,17;125387,12;184197,75;191257,5;178427,42;444222,02;553429,3;273700,86;247684,96
191860,55;224563,28;212247,16;70037,14;181794,74;189827,1;135694,57;232747,17;131280,17;204486,05;330436,75
186557,66;385304,93;255729,76;36742,71;196881,63;190026,54;268862,62;171379,16;320687,27;179430,73;224446,72
193224,66;256750,28;268010,88;89080,11;186306,61;191094,74;113665;583019,41;426164,23;101153,49;237365,27
195997,35;287793,2;203103,23;144969,91;187293,63;190139,31;274930,96;403022,15;790989,73;75139,8;197695,5
188869,14;255898,8;194118,92;97565,21;191750,61;190053,83;298309,38;582784,03;346629,87;418152,53;120999,07
184943,8;222557,37;139184,85;79021,79;185504,62;190131,03;270537,6;507546,21;649232,47;252047,82;202668,67
194190,81;148090,53;231042,27;58061,82;191771,56;190016,99;234846,7;651408,01;491889,65;168429,41;298350,43
192835,47;279111,1;152530,23;3815,34;192317,12;189266,16;117547,58;132932,19;408038,88;30211,01;79954,82
190222,16;320862,27;143289,18;206205,92;181040,53;189203;286649,07;489649,26;433848,25;253103,59;93077,79
201482,87;277747,09;20412,72;41157,99;187848,97;191482,09;180433,15;372126,87;566736,11;235050,29;165307,15
180495,73;109586,61;108406,36;33883,27;194505,61;190370,63;265003,3;475620,92;453448,28;223128,17;97963,12
208618,74;272973,12;313037,86;130427,84;194422,87;191403,54;114084,39;160599,9;377657,99;145050,22;307069,63
197357,72;213480,87;191738,04;134780,89;186467,92;189719,05;149616,98;525399,89;290166,86;108392,18;219697,94
184272;81763,81;214810,08;75693,91;193595,6;189884,28;194478,25;195332,84;543396,56;62398,51;254750,03
177576,96;320454,02;200618,62;67147,39;186260,75;190857,24;70288,84;197372,59;458729,72;266771,67;130103,07
167336,18;298086,21;232556,87;97588,27;193802,62;190828,97;190072,22;505663,02;401028,67;290969,03;195462,28
187436,51;168029,61;63772,94;62020,26;173370,41;191195,73;205197,67;229656,7;543173,46;34360,18;280798,39
188556,46;125015,14;235420,14;20334,31;189927,58;188856,35;267780,43;342693,36;226824,97;124887,11;289587,38
196338,61;34812,73;150452,33;860,35;193463,81;189151,59;262709,54;597134,26;699858,95;345613,53;267232,71
196631,79;86326,01;193727,94;152892,64;197070,32;189249,09;252968,13;514079,34;648878,11;4166;216468,18
200444,87;3753,21;207270,63;114188,25;187945,31;191378,48;307289,44;551046,8;404236,14;159107,14;240871,68
192017,13;167509,78;273060,94;60443,96;186144,59;188467,24;138042,11;241713,49;777045,97;328945,1;90068,54
177265,75;256196,44;224551,3;86025,44;184333,92;191040,73;410554,34;569000,86;478205,73;108857,4;296946,75
193178,23;274703,94;180996,89;223572,22;195052,73;190219,07;92424,46;191707,23;295846,34;182056,77;151942,12
202955,79;200885,48;183444,25;10831,28;183299,64;189954,39;163519,6;582571,92;393513,59;280591,27;230191,03
187194,26;228241,69;247396,7;8107,57;197963,42;190169,22;209973,56;450312,13;425646,78;243273,39;269287,02
175496,61;152469,8;137352,59;32006,21;185088,27;190337,16;216338,56;18640,64;381092,53;102351,81;191650,06
185538,44;255142,84;257590,92;160674,41;192239,96;190658,04;243563,88;440336,29;361585,16;174213,95;270689,26
176262,46;162350,73;397306,63;43046,49;182968,46;191485,98;165872,04;207819,97;639701,31;253423,21;174586,8
192078,95;192505,67;230980,84;20712,41;187558,43;190230,52;214635,02;34393,17;380300,97;208095,89;228353,67
194286,61;449880,94;26958,43;72780,69;186340,19;189751,19;120148,86;357508,77;499066,81;63341,94;164924,07
189307,15;270959,81;179755,2;65380,54;184837,14;191092,84;55793,43;615348,59;632947,44;163646,1;148923,97
187923,2;385243,11;327015,97;16862,79;187518,97;190864,05;66773,26;387275,67;512426,49;142055,28;198088,51
195626,89;235829,25;162296,09;87772,22;187837,65;189773,43;111322,49;463069,7;547769,7;206364,78;180007,24
194404,75;184461,2;272440,61;8126,1;186600,92;190682,57;10385,88;684121,39;744147,53;235958,04;399233,97
190235,25;263560,82;306274,42;176028,77;184681,4;189726,67;216338,73;455542,69;388871,69;38424,61;209735,27
195282,35;157833,68;172107,11;5704,85;191613,2;189445,56;113638,34;594789,49;341910,75;140140,88;207033,97
203072,46;49111,3;238352,96;144587,96;191775,91;189777,56;101876,05;291983,55;481421,05;203298,72;273879,37
198889,11;104853,01;96438,93;88582,31;188778,39;191396,06;206462,86;369251,93;480986,42;229418,22;182739,93
171351,01;26895,26;40956,5;104047,37;189699,48;190602,58;90468,81;457014,01;705914,07;239398,85;244165,98
202021,42;325595,54;202529,99;28409,84;187675,91;190754,59;115602,6;398778,66;651570,11;187603,78;128002,92
188300,22;156089,77;133474,49;120929,95;188535,63;190451,4;396940,77;247285,65;441851,76;241868,26;252219,25
188167,65;267753,16;172242,12;25578,41;178597,7;190795,1;205982,9;465030,73;363548,39;322120,99;164810,83
193966,67;141961,83;211012,63;33170,11;194149,91;191004,39;137609,49;546053,61;222367,88;140024,92;252688,09
190196,98;77481,23;186636,29;169608,33;187365,55;189803,7;194141,5;168297,31;755759,95;230398,56;149129,57
188279,97;285162,3;104614,83;80943,48;189654,54;189292,8;135428,57;360180,55;626421,72;73089,46;311481,38
191353,23;272479,8;18609,37;82534,84;182523,99;191500,8;156045,13;256605,47;434651,13;165223,21;150688,86
165015,31;224555,75;293763,18;28142,75;191819,73;190221,37;190021,26;393090,6;304468,87;224468,69;270444,36
194450,49;61299,56;349800,81;61966,11;191255,66;189313,73;70435,86;553258,1;523832,19;230417,21;142654,4
188971,45;240581,95;242423,78;76155,68;195251,88;190430,94;305446,14;318685,88;740580,01;198918,8;74517,71
180584,8;148385,6;116324,24;21570,37;193731,41;190175,77;102166,65;397945,65;451624,98;172037,88;139356,88
185054,2;51094,82;1817,54;25740,93;184597,96;189873,12;232578,63;550291,4;654991,78;100166,36;237574,96
182161,9;208403,42;162093,51;76325,32;187439,78;189587,97;29063,19;441597,44;406342,81;253400,79;267704,81
194508,22;142450,87;275725,23;66518,31;192847,12;188910,93;284181,31;121905,23;421046,66;1851,87;143659,28
194989,99;123678,98;415894,83;80053,61;191493,94;189339,82;142204,01;280074,49;457691,7;278636,06;264732,33
194756,16;221003,33;358114,52;93670,52;199020,81;189879,55;40306,98;540832,31;535027,73;187377,18;228017,78
177706,3;132296,47;167266,44;51135,64;188534,96;190917;21334,63;484096,55;692602,12;193125,41;217402
198359,56;156733,06;258171,08;3856,01;191061,71;189025,64;56528,34;536780,98;178077,11;38398,12;109933,56
193828,89;35746,65;320821,31;95061,74;189322,87;189066,44;140830,49;387540,03;315026,89;113618,2;215945,94
197777,43;64432,46;244580,08;115237,01;188832,25;188416,92;255964,4;343453,7;573122,89;250270,21;342105,99
184779,09;190894,25;481766,4;26746,44;193525,02;189853,16;242682,76;66202,26;676828,83;128942,39;202292,87
191908,21;271917,71;219445,23;9656,13;197218,5;190776,16;181032,25;201980,25;406226,93;190144,92;226609,32
193602,56;130454,5;231228,45;106897,42;185651,15;189893,08;208523,17;329305,41;621265,74;49267,55;204240,81
204731,78;176957,97;237206,4;47502,91;192213,48;189970,37;404213,16;368672,85;450909,65;256755,27;209823,01
184086,59;154670,43;204566,81;134199,16;194926,81;189459,54;330311,31;211098,68;528874,47;130934,32;213978,01
186654,04;224673,71;307199,67;317435,07;195852,27;188297,42;325657,37;260049,19;467592,13;282098,74;223164,66
193048,6;242959,26;147015,03;49625,67;191159,3;189739,85;206443,38;301149,33;192031,13;23335,3;237144,54
184805,19;194794,01;288007,93;16551,58;186473,4;190225,32;149482,09;121431,08;453120,41;181952,75;197396,79
202046,25;301057,17;177438,77;248573,42;185634,92;189773,04;296726,27;484291,06;313778,34;38638,89;184205,34
192338,54;222267,25;220308,91;94753,03;174271,31;190766,95;140082,13;403426,7;485195,5;236977,3;104091,48
205444,88;198013,86;315584,73;46020,68;177713,98;188794,15;234299,64;362418,87;431500,21;342673,1;207880,37
218526,32;289493,06;330064,5;127881,8;178349,29;191493,57;104561,47;159040,84;574128,66;155912,71;174429,01
188965,74;277917,16;40257,45;20615,65;191380,73;190507,75;254026,14;452606,66;433345,97;83730,98;313343,27
175097,2;259502,87;138213,48;138588,34;189310,45;190711,84;248737,34;242103,88;438574,38;228189,5;95953,5
180448,86;272584,85;60662,6;38954,23;193285,64;190216,6;200738,13;357434,4;505663,19;247794,65;173748,85
191604,82;150624,88;200362,92;73782,5;185983,12;190223,51;145623,34;420393,57;271891,37;149646,55;274684,56
188233,09;181621,1;324817,57;26462,26;198157,07;190245,69;233529,63;712179,16;467414,88;260359,86;161487,63
184685,1;384679,22;221354,1;98274,48;182915,58;190162,68;293505,71;243659,31;491415,63;46298,42;238213,23
203780,44;345098,73;97269,59;62997,09;189773,75;189315,24;110460,35;264137,28;603463,98;56874,83;367160,32
208363,83;213853,46;97170,28;71353,82;187340,63;189886,55;273511,84;263565,62;488894,24;256496,45;187981,43
181850,68;226887,15;124237,34;126051,13;187060,66;190493,76;278820,39;417170,7;457089,65;22460,33;183013,09
183102,81;337199,76;255020,08;143221,31;186655,73;191017,31;47992,34;342657,03;416885,17;213865,83;262839,74
190542,44;252734,61;344108,68;50244,21;191579,04;189665,8;264022,13;210384,89;508752,22;134491,48;58509,66
188097,73;292455,08;325353,83;27457,45;183336,96;189313,09;309439,64;420389,55;473589,27;348073,63;75141,73
174740,12;268609,95;270163,05;13487,27;185790,19;190823,99;269085,6;253373,27;420089,82;183150,74;163087,01
194109,6;168277,33;14746,97;5049,47;196337,88;191339,15;269688,77;448638,34;657435,18;49850,86;200933,58
201563,68;165931,57;219227,89;3769,75;187385,31;189481,11;182121,59;425380,46;534548,93;364714,57;243004,57
174925,47;157615,37;138359,57;16151,03;193143,14;191556,95;120024,3;270333,67;766726,56;334970,21;135613,88
181122,77;242327,75;261456,94;75251,03;196697,8;191420,28;254013,15;450954,8;632461,52;323336,69;317173,39
179527,01;224450,16;133657,51;62022,61;193750,09;191029,42;205293,72;150005,05;267900,38;411310,97;184634,1
188699,68;108827,08;100788,34;80184,2;188627,89;189161,65;77059,91;296413,81;429163,5;151157,37;161989,22
190513,45;294199,96;115314,51;8769,21;187196,89;191267,49;194535,08;319513,61;373630,41;198757,48;277221,66
195715,02;142175,66;306634,82;35974,32;189453,79;191411,48;240865,41;306054,72;413100,2;237406,8;317262,64
194913,97;288051,22;134377,76;32380,05;193638,26;190800,28;173627,2;497459,64;480990,93;182285,38;244303,86
190618,81;91329,97;292333,96;7580,96;186316,15;190498,47;239286,2;312017,02;526137,39;232131,58;322354,91
185725,05;267459,46;344242,03;110566,92;205539,62;190408,8;263626,93;243519,45;332853,42;63721,33;196196,1
188706,21;90250,41;123725,17;97584,9;195895,95;189814,31;210866;506568,55;597060,88;23792,44;256712,15
185297,63;148092,46;237201,83;7672,21;181893,36;189992;282721,89;568171,08;324928,54;242784,48;252833,95
186941,69;148292,21;263193,98;29924,86;193667,28;189722,5;197019,46;630790,89;811431,85;129284,7;200867,8
179493,21;284380,54;263842,01;124654,28;186621,54;189114,26;203254,27;505398,76;293396,09;208034,97;87829,69
200123,31;142546,91;454408,35;25783,64;197067,89;189638,45;232651,53;441460,06;508055,49;152041,68;256569,05
202594,49;102282,24;252387,43;41536,49;190709,95;190750,15;93233,91;527803,46;493259,61;149984,95;202672,72
185737,86;215081,13;294552,37;31604,82;196528,28;189914,98;278068,21;639191,18;422402,04;286685,33;78946,44
192127,8;298276,34;81738,7;76389,85;189859,67;189801,79;254356,7;667103,29;415942,91;270499,03;358730,27
194115,12;247204,51;172489,22;123175,9;184668,9;189776,33;328479,53;432584,13;442232,16;102826,07;250321,02
188035,12;14925,73;339187,63;26721,69;196006,51;190583,7;285098,07;220011,31;415687,63;174473,76;258447,75
189712,81;266581,16;215346,36;46345,66;187944,71;191214,12;290773,46;394795,63;334028,11;275719,33;320519,86
181619,45;286381,84;335987,35;35621,81;190511,65;190348,54;171468,34;473116,07;651290,47;219422,58;57555,57
184276,03;216467,93;220019,61;34708,31;184054,98;189434,11;209537,72;208461,47;484531,32;135484,92;251445,89
190821,62;229565,59;200137,14;111888,7;186888,82;190740,36;325100,6;276162,4;527454,04;133949,16;311619,42
162533;119377,15;252838,83;116241,33;191237,21;188431,25;54037,35;318866,46;488119,59;239852,74;224308,01
200953,4;281142,22;208036,09;91956,1;192108,61;190407,84;183876,49;481766,08;595746,42;123370,37;313029,16
181972,91;258055,04;249957,81;25832,11;184565,03;188834,8;314389,78;304313,5;613491,51;365229,27;288636,66
194945,66;261394,56;166260,97;124040,08;178444,14;190774,75;129334,42;614814,59;418919,19;241613,15;236933,65
183892,78;282873,64;119502,56;60620,93;184882,3;190981,43;185307,14;180706,07;514122,96;184217,68;371978,34
184718,27;325184,92;295043,99;98771,53;197154,7;191219,75;237028,15;463388,45;695051,36;96702,09;168498,15
190530,16;343950,28;306014,15;15280,31;186530,86;189015,58;306122,84;493437,45;549628,46;408494,1;228223,79
186569,11;75814,1;171052,91;561,03;194265,2;188387,71;128381,37;423355,82;435857,54;296591,06;207284,56
190657,88;132871,84;236037,16;180389,35;189544,23;190053,36;215512,67;475113,81;378846,76;332105,6;91376,26
191595,54;145018,39;228422,22;130785,35;193465,8;189333,02;49169,83;505457,4;381334,89;193831,37;203503,61
188058,6;202630,49;14498,68;42910,23;191668,73;190609,91;179697,6;591107,22;448632;369293,6;222857,68
175765,24;250159,74;258888,78;85021,22;194079,87;190566,67;134108,13;587031,92;448025,63;273907,04;216111,4
183434,35;233563,76;105023,16;283978,81;190805,8;189872,98;85232,58;647784,02;600073,99;384876,13;389706,49
183462,69;274098,62;370540,56;110182,69;195023,07;189046,11;2816,06;343564,12;512130,63;123787,88;193468,1
179813,96;88221,77;54549,76;33495,74;193625,49;190540,35;193964,47;663268,81;765283,24;266367,46;230813,06
195201,18;236814,78;167949,24;109865,73;189672,65;189700,13;65080,73;285763,61;573649,93;110331,67;222269,93
192539,97;295170,69;346491,33;41821,99;187642,74;190331,97;161844,54;334295,86;378450,21;132444,24;185974,4
189307,31;255720,84;206642,9;164923,61;193425,21;190649,52;277394,79;281848,16;715432,51;194651,74;97209,15
189191,47;185210,61;110958,4;45579,18;188118,48;191437,36;149409,03;486211,01;430542,9;149036,76;158282,79
206470,72;92630,75;174081,5;130328,43;190404,23;190843,77;126455,51;502523,76;653846,37;331043,92;225508,87
185994,73;162468,79;129832,63;186828,71;191676,97;191277,17;186326,64;468272,95;519589,82;405982,07;270417,7
182389,43;350722,12;189202,94;128015,42;192290,47;190287,13;286126,28;364011,44;261236,89;84600,85;231707,87
196663,73;364824,71;74809,92;8239,68;193068,61;189445,67;363004;354702,01;592670,61;435885,66;89673,44
185250,2;228585,8;282153,14;102653,44;186630,35;189620,37;-3911,41;461396,4;332960,84;125307,68;116888,61
183937,74;211489,31;94257,83;26527,83;182196,07;190256,01;186561,29;633168,35;551657,37;138590,99;188402,69
183746,72;300163,83;257070,71;101014,94;195317,27;189869,26;167873,55;416983,93;667243,35;220024,81;178441,75
190815,77;223762,52;257190,51;10493,31;190055,97;189711,49;119259,3;48145,41;576083,53;133147,39;70788,87
185330,56;11527,3;245636,69;150725,15;197881,12;190824,54;287607,96;668456,33;442330,08;63779,8;257782,03
185330,32;263468,03;29397,51;4213,95;188307,42;189533,45;113573,96;366824,47;638859,18;211776,92;264975,85
211661,7;109525,61;297285,79;18460,24;195126,46;189964,3;157143,19;598838,55;746423,27;338505,23;217024,58
182486,61;183307,01;48169,18;8146,86;194264,54;188441,32;85057,82;228795,32;707229,52;127147,43;90550,53
182178,94;342650,9;22067,2;35719,94;191176,86;189870,99;244350,78;189789,06;336959,84;291212,61;131568,95
187973,87;285225,31;215653,35;156085,64;186019,42;189005,35;242056,99;610135,1;473308,39;270940,67;86350,84
195151,15;30503,71;232103,83;92626,55;181963,22;190705,31;204672,79;586638,86;471628,57;215428,14;176339,07
197518,11;208933,49;193258,58;123210,81;193807,86;191549,15;110686,05;427165,82;568712,1;116141,88;280443,26
179214,06;160408,65;263391,32;43016,4;189434,46;191916,84;104255,32;361492,92;370524,27;274308,99;177108,57
188968,52;179762,57;223757,55;18361,85;186938,01;189584,35;123485,11;571192,21;561839,14;242888,04;185316,84
183212,53;186843,05;293376,66;42324,38;186366,9;190086,05;261428,26;275738,32;511179,96;169406,48;218741,68
192097,31;215801,38;296457,38;45565,09;193157,74;189512,97;123029,53;429745,63;431642,18;201934,08;170963,12
185516,45;271238,18;20986,99;113523,39;188331,65;190067,46;197083,72;476912,78;388689,01;291680,3;185284,31
190346,16;184142,99;248866,05;31469,95;189379,73;191243,5;214377,59;281051,78;356791,73;290883,98;145163,29
188909,56;153023,29;175705,18;18475,94;190744,65;190428,64;180035,59;551696,61;509290,56;460235,21;281045,71
181879,24;344414,16;225193,75;37710,43;185924,6;190557,21;145355,6;363526,99;428950,46;209224,91;254191,97
181707,23;220165,85;294406,71;151876,34;184537,49;189306,22;93643,39;529308,38;311607,56;188185,42;204457,31
181407,78;255955,2;120498,47;43758,08;188995,43;190459,96;1897,22;435656,21;549597,32;328557,56;167922,1
184220,83;48131,36;274599,61;57277,44;194323,2;191107,98;113707,06;479111,98;621260,21;180075,82;266997,56
189206,93;150312,23;313041,87;20909,06;192571,99;190232,77;212540,64;224151,7;547360,08;69436,45;235972,76
196389,68;194888,91;55648,9;40443,85;186402,9;190127,36;188804,76;247332,36;550491,82;303071,17;328151,12
183789,77;332750,35;307736,16;248483,46;193382,36;190501,57;187636,73;340099,65;390980,59;140122,83;185336,33
202733,12;257229,33;110287,54;22803,7;190554,25;189993,39;93915,25;383773,47;560603,81;169713,34;117781,05
192654,38;242041,11;166031,09;7600,59;194363,21;190801,15;169140,93;264522,52;738586,55;203708,88;170053,03
184782,82;187423,52;196360,36;117921,69;187926,4;189061,13;98027,55;189502,74;517092,29;306636,56;311504,47
192683,57;179515,99;200062,78;93987,53;187039,17;189171,65;214599,98;485220,81;468971,7;301111,91;128143,03
186207,53;325656,01;70519,31;173534,06;183447,47;190468,2;330426,59;227817,47;467445,89;128678,74;309327,28
186787,32;309133,65;200139,02;153548,62;188314,31;189580,48;252354,59;677202,23;717670,67;179170,55;127761,16
186092,23;240145,85;294966,66;58781,25;184945,92;189775,99;287699,02;101464,69;668058,13;277528,12;224588,26
187462,39;205612,66;274630,09;75961,78;188503,37;189626,22;192184,5;391744,75;700244,03;167138,66;219628,6
183607,33;192259,74;180918,12;157173,13;183252,57;189962,92;272956;467346,86;579725,29;243472,85;298111,6
183521,99;406226,52;302323,76;71471,52;186692,9;188838,21;219679,14;343766,69;452027,47;255319,17;197134,88
189421,43;177902,58;17418,98;60770,94;188093,62;190331,26;186795,88;342762,22;468130,72;285773,14;129541,41
187123,99;251896,06;141652,82;101885,07;187053,43;189716,02;246894,09;614492,06;384632,55;153814,9;213501,31
195982,86;192587,87;85058,96;38059,51;198738,41;188754,91;259333,87;413963,18;485324,62;226026,82;236392,22
184946,49;325816,54;281828,85;198489,13;185089,01;190773,8;254846,6;430104,66;367431,01;264958,93;204418,83
190064,03;223525,78;81435,85;61373,04;190048,46;189063,82;155554,3;458331,46;588502,28;136759,49;233369,21
173336,6;265482,97;66749,87;7620,16;196881,75;189454,27;188543,09;231171,97;254190,99;132061,51;69993,71
200149,94;160906,9;337965,91;179039,53;185052,35;188549,57;89258,23;291239,31;451268,25;135548,86;294326,36
174574,28;329194,65;440668,69;51452,31;194696,82;189711,71;214934,48;206266,17;615877,96;283038,45;328548,08
176704,85;229120,41;142292,47;22138,36;188836,33;189070,04;210450,39;651426,2;486840,74;384519,59;178203,54
214390,49;368932,55;185277,84;127936,11;200974,01;189296,74;357452,43;465253,46;398454,37;171960,45;261382,8
187395,81;239265,86;133479,94;52440,59;197382,24;188729,51;219879,1;358501,58;333675,84;103775,01;172064,31
178876,68;299342,2;255769,65;38789,3;184883,12;190435,25;301740,97;441633,03;471424,57;300851,19;176971,86
192084,38;5477,12;315193,8;9683,78;181219,81;190564,16;145564,19;727738,1;332795,94;141026,38;292222,64
180673,51;176556,7;287550,23;166561,46;192754,65;190102,78;233770,76;402701,9;235940,04;140190,71;168752,89
189566,03;102790,34;389802,7;47228,39;193823,19;190125,76;328229,22;350853,18;310292,1;225056,82;91875,46
194085,62;175897,03;330609,84;46041,32;188387,19;190791,31;231043,52;576514,77;517358,41;105007,3;198298,01
191022,21;272140,21;124670,2;124875,49;197351,35;189644,69;296052,4;490862,3;773641,24;233815,64;402156,15
211302,05;200173,16;237640,43;107694,37;190677,35;190706,91;182405,87;485568,41;487135,29;91359,82;282188,85
196118,16;271492,21;419730,54;19600,52;193105,57;189768,43;140351,8;514822,14;369051,69;104413,91;215413,84
185868,69;260696,99;132291,27;135664,32;196971,29;189250,65;145541,48;475265,74;565927,42;289058,97;133606,4
185336,63;237719,49;134185,58;11014,3;187756,14;189431,4;186451,93;174990,62;396147,07;95985,29;331548,02
169479,69;198091,69;180235,53;64870,02;185156,12;189686,72;25968,09;695930,25;351603,75;163360,82;165090,23
195088,17;216083,15;260220,53;192902,76;190308,55;190329,07;282834,75;264053,75;447104,64;274392,54;291758,74
193850,43;268271,65;298681,79;185958,28;197142,88;189532,98;278393,11;595679,98;516070,23;188842,14;204744,45
200228,26;281433,7;169720,75;226476,04;188816,7;189929,13;188439,77;20634,88;548721,34;91408,05;198635,66
191014,69;266328,37;196350,6;148569,58;188049,04;190107,53;212125,71;343797,58;593393,39;148501,05;240513,9
183854,86;155277,27;64801,47;94906,92;187167,98;190650,69;171828,78;120329,12;274281,06;231991,65;187968,73
171208,27;289982,72;204408,93;106161,22;189092,5;189220,01;170475,49;601218,5;666204,99;193620,04;249414,54
204013,99;127658,86;428754,89;83241,71;193272,18;190335,93;196855,89;51645,16;430381,34;176828,33;254337,37
175537,48;206768,21;238270,12;181105,56;188934,88;191089,83;21200,42;570477,21;331242,21;170832,04;151060,2
183795,55;390923,58;224879,43;11965,4;193410,33;189565,7;109274,38;345052,34;477200,59;62115,59;122137,44
175170,86;324176,6;159454,97;77567,47;187145,37;189792,9;36782,9;203999,7;855915,71;228834,74;219709,71
181838,83;187127,57;35551,7;13085,46;194017,76;191303,54;126855,64;366537,05;558114,91;226829,68;179956,41
194200,45;187389,57;309347,63;172919,47;198009,83;188403,51;154391,51;427206,69;462586,64;123958,91;320680,98
175376,38;255236,93;241221,53;49170;189896,04;188748,24;211914,44;283579,21;527881,63;20924,12;254925,65
174188,83;348375,94;188514,97;78455,24;191687,84;190102,84;235791,62;368979,64;529915,96;269968,07;307247,89
192982,5;199614,92;38903,22;83275,83;190177,55;189555,92;167645,21;497706,72;385157,06;195910,09;166296,75
176451,32;205569,38;180425,99;149449,15;180338,96;191142,1;292093,94;195657,04;289011,02;244348,37;131209,74
167688,63;201924,43;245031,72;75021,34;186655,94;189280,65;182578,42;476655,88;602657,9;151995,36;109445,65
183180,5;253720,67;125259,07;147879,13;183217,14;189954,39;334747,47;438211,84;605927,55;246677,23;106442,47
179597,4;418347,86;84159,59;5177,04;191754,71;191106,35;230537,64;397551,87;319845,68;327207,11;190484,97
192529,28;187022,83;85105,8;142165,71;197244,68;189644,99;111332,17;667257,36;539816,46;23990,39;245080,69
